1	United States	          15,079
2	Brazil	           4,105
3	Mexico	           1,724
4	Canada	           1,453
5	Russia	           1,218
6	Argentina	           1,149
7	Bolivia	            865
8	Colombia	            862
9	Paraguay	            800
10	Indonesia	            676
11	South Africa	            567
12	Papua New Guinea	            562
13	Germany	            541
14	China	            497
15	Venezuela	            492
16	Chile	            476
17	France	            473
18	Australia	            467
19	United Kingdom	            462
20	Ecuador	            431
21	Ukraine	            412
22	India	            352
23	Iran	            324
24	Guatemala	            291
25	Philippines	            247
26	Sweden	            230
27	Saudi Arabia	            216
28	Bulgaria	            202
29	Zimbabwe	            202
30	Congo, Democratic Republic of the	            201
31	Kenya	            194
32	Peru	            191
33	Angola	            176
34	Japan	            175
35	Costa Rica	            153
36	Spain	            152
37	Pakistan	            151
38	Finland	            148
39	Libya	            144
40	Nicaragua	            143
41	Algeria	            142
42	Cuba	            136
43	Italy	            130
44	Oman	            130
45	Czech Republic	            128
46	Poland	            125
47	New Zealand	            122
48	Panama	            118
49	Malaysia	            117
50	Korea, South	            114
51	Namibia	            112
52	Tanzania	            106
53	Honduras	            104
54	Iraq	            104
55	Thailand	            103
56	Mozambique	            100
57	Iceland	             99
58	Syria	             99
59	Turkey	             98
60	Norway	             98
61	Guyana	             98
62	Kazakhstan	             97
63	Uruguay	             94
64	Denmark	             89
65	Zambia	             88
66	Egypt	             84
67	South Sudan	             84
68	Madagascar	             82
69	Greece	             82
70	Lithuania	             81
71	Korea, North	             81
72	Botswana	             76
73	Burma	             74
74	Sudan	             72
75	Croatia	             69
76	Portugal	             65
77	El Salvador	             65
78	Belarus	             65
79	Switzerland	             64
80	Somalia	             62
81	Bahamas, The	             61
82	Ethiopia	             58
83	Chad	             58
84	Yemen	             57
85	Morocco	             56
86	Romania	             53
87	French Polynesia	             53
88	Nigeria	             53
89	Uzbekistan	             53
90	Austria	             52
91	Afghanistan	             52
92	Israel	             47
93	Suriname	             47
94	Nepal	             47
95	Uganda	             46
96	Gabon	             45
97	Mongolia	             44
98	Vietnam	             44
99	Belize	             43
100	Belgium	             43
101	Laos	             42
102	United Arab Emirates	             42
103	Latvia	             42
104	Hungary	             41
105	Central African Republic	             40
106	Taiwan	             40
107	Ireland	             39
108	Azerbaijan	             37
109	Slovakia	             37
110	Dominican Republic	             36
111	Solomon Islands	             36
112	Cameroon	             34
113	Vanuatu	             31
114	Malawi	             31
115	Niger	             30
116	Serbia	             30
117	Puerto Rico	             29
118	Liberia	             29
119	Tunisia	             29
120	Kyrgyzstan	             28
121	Fiji	             28
122	Mauritania	             28
123	Cote d'Ivoire	             27
124	Netherlands	             27
125	Jamaica	             27
126	Turkmenistan	             26
127	New Caledonia	             25
128	Congo, Republic of the	             25
129	Bosnia and Herzegovina	             25
130	Tajikistan	             24
131	Lesotho	             24
132	Burkina Faso	             24
133	Antarctica	             23
134	Georgia	             22
135	Mali	             21
136	Senegal	             20
137	Kiribati	             19
138	Jordan	             18
139	Estonia	             18
140	Sri Lanka	             18
141	Bangladesh	             18
142	Slovenia	             16
143	Cambodia	             16
144	Guinea	             16
145	Marshall Islands	             15
146	Cyprus	             15
147	Greenland	             15
148	Swaziland	             15
149	Seychelles	             14
150	Macedonia	             14
151	Haiti	             14
152	Eritrea	             13
153	Djibouti	             13
154	Cook Islands	             11
155	Armenia	             11
156	Ghana	             10
157	Moldova	             10
158	Cape Verde	              9
159	Singapore	              9
160	Guinea-Bissau	              8
161	Sierra Leone	              8
162	Kosovo	              8
163	Togo	              8
164	Turks and Caicos Islands	              8
165	Rwanda	              7
166	Kuwait	              7
167	Falkland Islands (Islas Malvinas)	              7
168	Burundi	              7
169	Equatorial Guinea	              7
170	Lebanon	              7
171	Qatar	              6
172	Tonga	              6
173	Timor-Leste	              6
174	Micronesia, Federated States of	              6
175	Western Sahara	              6
176	Maldives	              6
177	Saint Vincent and the Grenadines	              6
178	Trinidad and Tobago	              5
179	Guam	              5
180	Montenegro	              5
181	Northern Mariana Islands	              5
182	Albania	              5
183	Benin	              5
184	Mauritius	              5
185	Svalbard	              4
186	British Virgin Islands	              4
187	Samoa	              4
188	French Southern and Antarctic Lands	              4
189	Bahrain	              4
190	Comoros	              4
191	Spratly Islands	              4
192	Palau	              3
193	Antigua and Barbuda	              3
194	American Samoa	              3
195	Anguilla	              3
196	Cayman Islands	              3
197	Grenada	              3
198	Sao Tome and Principe	              2
199	Hong Kong	              2
200	Dominica	              2
201	Saint Pierre and Miquelon	              2
202	Guernsey	              2
203	Saint Kitts and Nevis	              2
204	Bhutan	              2
205	Luxembourg	              2
206	Wallis and Futuna	              2
207	West Bank	              2
208	Virgin Islands	              2
209	Saint Lucia	              2
210	Macau	              1
211	Montserrat	              1
212	Malta	              1
213	Niue	              1
214	Norfolk Island	              1
215	Nauru	              1
216	Paracel Islands	              1
217	Aruba	              1
218	Barbados	              1
219	Bermuda	              1
220	Brunei	              1
221	Curacao	              1
222	Cocos (Keeling) Islands	              1
223	Faroe Islands	              1
224	Gambia, The	              1
225	Christmas Island	              1
226	Gibraltar	              1
227	Jersey	              1
228	British Indian Ocean Territory	              1
229	Isle of Man	              1
230	Gaza Strip	              1
231	Wake Island	              1
232	Tuvalu	              1
233	Saint Barthelemy	              1
234	Sint Maarten	              1
235	Saint Helena, Ascension, and Tristan da Cunha	              1
236	Saint Martin	              1
237	Jan Mayen	              1
